mention_id,platform,source_name,Brand social media link,text,brand_name,language,sentiment,topic,relevance_score,engagement,product_mentioned,product_id
mention_00893,Twitter,user_1691,https://twitter.com/user_1691/status/1085507405,جربت كريم ايفا النهاردة والله تحفة 😍,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 132, 'retweets': 35, 'replies': 42}",إيفا Anti-Dandruff Shampoo,EVA-0023
mention_00694,Twitter,user_7996,https://twitter.com/user_7996/status/6654275321,خفيف جدا ولا له اي اثر,Eva Cosmetics,ar,neutral,general_mention,0.7,"{'likes': 270, 'retweets': 11, 'replies': 30}",إيفا Hand Cream,EVA-0037
mention_01240,Twitter,user_6292,https://twitter.com/user_6292/status/5272511859,توصيل منتجات ايفا متأخر اسبوع كامل,Eva Cosmetics,ar,neutral,customer_service,1.0,"{'likes': 491, 'retweets': 93, 'replies': 17}",إيفا Day Cream,EVA-0012
mention_01112,Instagram,user_1636,https://instagram.com/p/230524,مزيل ايفا عامل حساسية تحت الباط 😢,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 666, 'comments': 75}",إيفا Charcoal Soap,EVA-0053
mention_00995,Twitter,user_6569,https://twitter.com/user_6569/status/2876975522,Eva lotion smell is amazing but doesnt last,Eva Cosmetics,en,positive,smell_fragrance,1.0,"{'likes': 205, 'retweets': 75, 'replies': 2}",Eva Rose Garden,EVA-0003
mention_01142,Jumia,user_3069,https://jumia.com/product/EVA-0047/review/mention_01142,خسارة فيه الفلوس,Eva Cosmetics,ar,negative,price_value,0.7,{'helpful_votes': 27},إيفا Roll-On Whitening,EVA-0047
mention_00549,Twitter,user_2404,https://twitter.com/user_2404/status/6225228951,خدمة العملاء بتاعت ايفا سيئة جدا,Eva Cosmetics,ar,negative,customer_service,1.0,"{'likes': 306, 'retweets': 72, 'replies': 40}",إيفا Hand Cream,EVA-0037
mention_01187,Twitter,user_7211,https://twitter.com/user_7211/status/6027190358,ايفا ولا نيفيا احسن؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 263, 'retweets': 45, 'replies': 3}",إيفا Clay Mask,EVA-0064
mention_01390,Twitter,user_9182,https://twitter.com/user_9182/status/7341145576,خسارة فيه الفلوس,Eva Cosmetics,ar,negative,price_value,0.7,"{'likes': 81, 'retweets': 29, 'replies': 6}",إيفا Collagen Boost,EVA-0014
mention_00919,Noon,user_8669,https://noon.com/product/EVA-0044/review/mention_00919,حلو جدا وترطيبه عالي,Eva Cosmetics,ar,positive,moisturizing,0.7,{'helpful_votes': 32},إيفا Roll-On Fresh,EVA-0044
mention_00807,Twitter,user_2097,https://twitter.com/user_2097/status/4322481528,ممتاز,Eva Cosmetics,ar,positive,general_mention,0.7,"{'likes': 316, 'retweets': 5, 'replies': 23}",إيفا Anti-Dandruff Shampoo,EVA-0023
mention_00722,Instagram,user_9322,https://instagram.com/p/207932,بستخدم لوشن ايفا من سنين وبشرتي بقت احسن,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 299, 'comments': 98}",إيفا Eye Cream,EVA-0017
mention_00232,Instagram,user_6511,https://instagram.com/p/631958,Eva lotion smell is amazing but doesnt last,Eva Cosmetics,en,positive,smell_fragrance,1.0,"{'likes': 176, 'comments': 50}",Eva Body Oil,EVA-0039
mention_01391,Facebook,user_7882,https://facebook.com/posts/167496,Honestly Eva products are overpriced for the quality,Eva Cosmetics,en,negative,product_quality,1.0,"{'likes': 26, 'comments': 22, 'shares': 23}",Eva Sensitive Skin,EVA-0050
mention_01209,Instagram,user_5521,https://instagram.com/p/320235,Not worth the price,Eva Cosmetics,en,negative,price_value,0.7,"{'likes': 551, 'comments': 77}",Eva Strengthening Shampoo,EVA-0031
mention_00737,Noon,user_7948,https://noon.com/product/EVA-0066/review/mention_00737,Doesn't moisturize enough,Eva Cosmetics,en,negative,moisturizing,0.7,{'helpful_votes': 11},Eva Peel-Off Mask,EVA-0066
mention_00440,Facebook,user_1500,https://facebook.com/posts/353690,مين عندها فكرة عن اسعار ايفا في السعودية؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 129, 'comments': 50, 'shares': 20}",إيفا Face Moisturizer,EVA-0016
mention_00670,Jumia,user_1483,https://jumia.com/product/EVA-0019/review/mention_00670,رائحته جميلة جدا وثباته كويس,Eva Cosmetics,ar,positive,longevity,0.7,{'helpful_votes': 11},إيفا Dark Spot Corrector,EVA-0019
mention_00679,Instagram,user_8201,https://instagram.com/p/517375,خفيف جدا ولا له اي اثر,Eva Cosmetics,ar,neutral,general_mention,0.7,"{'likes': 995, 'comments': 6}",إيفا Foot Cream,EVA-0038
mention_01204,Instagram,user_7980,https://instagram.com/p/602472,رائحة جميلة ولكن لايوجد ثبات,Eva Cosmetics,ar,negative,smell_fragrance,0.7,"{'likes': 658, 'comments': 29}",إيفا Roll-On Fresh,EVA-0044
mention_00271,Instagram,user_1550,https://instagram.com/p/568127,Just tried Eva cream and OMG my skin is glowing! ✨,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 256, 'comments': 26}",Eva Vitamin C Cream,EVA-0013
mention_00372,Twitter,user_6488,https://twitter.com/user_6488/status/8761469117,Eva customer service is terrible,Eva Cosmetics,en,negative,customer_service,1.0,"{'likes': 375, 'retweets': 15, 'replies': 49}",Eva Vanilla Dream,EVA-0004
mention_01081,Instagram,user_8572,https://instagram.com/p/128015,بستخدم لوشن ايفا من سنين وبشرتي بقت احسن,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 268, 'comments': 26}",إيفا Lavender Mist,EVA-0006
mention_00057,Amazon,user_8939,https://amazon.com/product/EVA-0067/review/mention_00057,بيطري الشعر وريحته حلوة,Eva Cosmetics,ar,positive,hair_care,0.7,{'helpful_votes': 40},إيفا Makeup Remover,EVA-0067
mention_00717,Instagram,user_6826,https://instagram.com/p/427617,مالوش اي اثر,Eva Cosmetics,ar,negative,general_mention,0.7,"{'likes': 922, 'comments': 75}",إيفا Rose Soap,EVA-0058
mention_00818,Amazon,user_3430,https://amazon.com/product/EVA-0007/review/mention_00818,سعره مناسب وجودته عالية,Eva Cosmetics,ar,neutral,price_value,0.7,{'helpful_votes': 49},إيفا Citrus Fresh,EVA-0007
mention_00621,Amazon,user_8187,https://amazon.com/product/EVA-0045/review/mention_00621,خلاني البشرة تحسس,Eva Cosmetics,ar,positive,general_mention,0.7,{'helpful_votes': 50},إيفا Roll-On Floral,EVA-0045
mention_01293,Instagram,user_5384,https://instagram.com/p/790677,شكرا ايفا على المنتجات الحلوة دي ❤️,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 810, 'comments': 28}",إيفا Hand Cream,EVA-0037
mention_00487,Amazon,user_8445,https://amazon.com/product/EVA-0029/review/mention_00487,"No effect at all, very light",Eva Cosmetics,en,neutral,general_mention,0.7,{'helpful_votes': 3},Eva Leave-in Conditioner,EVA-0029
mention_01030,Facebook,user_2659,https://facebook.com/posts/456113,Does anyone know if Eva ships internationally?,Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 2, 'comments': 58, 'shares': 12}",Eva Honey Soap,EVA-0055
mention_00803,Noon,user_7641,https://noon.com/product/EVA-0018/review/mention_00803,"Great product, smells amazing and lasts long",Eva Cosmetics,en,positive,smell_fragrance,0.7,{'helpful_votes': 29},Eva Acne Treatment,EVA-0018
mention_00746,Amazon,user_1447,https://amazon.com/product/EVA-0038/review/mention_00746,غالي على جودته,Eva Cosmetics,ar,positive,price_value,0.7,{'helpful_votes': 3},إيفا Foot Cream,EVA-0038
mention_00087,Twitter,user_4697,https://twitter.com/user_4697/status/6928678489,Thank you @evacosmetics for amazing products! 💕,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 43, 'retweets': 31, 'replies': 7}",Eva Milk Soap,EVA-0054
mention_01191,Instagram,user_1084,https://instagram.com/p/466709,ممتاز,Eva Cosmetics,ar,positive,general_mention,0.7,"{'likes': 346, 'comments': 38}",إيفا Collagen Boost,EVA-0014
mention_00124,Twitter,user_6992,https://twitter.com/user_6992/status/2694684834,ايفا غالية شوية بس تستاهل,Eva Cosmetics,ar,positive,price_value,1.0,"{'likes': 440, 'retweets': 86, 'replies': 46}",إيفا Sport Active,EVA-0051
mention_01331,Twitter,user_8320,https://twitter.com/user_8320/status/3870048566,للأسف منتجات ايفا مش زي زمان,Eva Cosmetics,ar,negative,general_mention,1.0,"{'likes': 64, 'retweets': 40, 'replies': 9}",إيفا Charcoal Soap,EVA-0053
mention_00317,Instagram,user_9939,https://instagram.com/p/288667,خدمة العملاء بتاعت ايفا سيئة جدا,Eva Cosmetics,ar,negative,customer_service,1.0,"{'likes': 383, 'comments': 14}",إيفا Repair Conditioner,EVA-0026
mention_00439,Twitter,user_1828,https://twitter.com/user_1828/status/9237880732,ريحة بودي سبلاش ايفا جامدة بس مش دايمة,Eva Cosmetics,ar,positive,smell_fragrance,1.0,"{'likes': 428, 'retweets': 7, 'replies': 15}",إيفا Lavender Soap,EVA-0059
mention_00311,Instagram,user_2036,https://instagram.com/p/275329,حد يعرف فين الاقي منتجات ايفا في السعودية؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 318, 'comments': 34}",إيفا Dark Spot Corrector,EVA-0019
mention_00383,Twitter,user_2565,https://twitter.com/user_2565/status/3170795726,Great moisturizing,Eva Cosmetics,en,positive,general_mention,0.7,"{'likes': 211, 'retweets': 89, 'replies': 23}",Eva Night Cream,EVA-0011
mention_01050,Amazon,user_9609,https://amazon.com/product/EVA-0048/review/mention_01050,حلو جدا وترطيبه عالي,Eva Cosmetics,ar,positive,moisturizing,0.7,{'helpful_votes': 20},إيفا Natural Deodorant,EVA-0048
mention_01387,Twitter,user_3294,https://twitter.com/user_3294/status/2691911008,Is Eva cruelty-free?,Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 335, 'retweets': 92, 'replies': 36}",Eva Lavender Soap,EVA-0059
mention_00772,Twitter,user_9856,https://twitter.com/user_9856/status/8058382074,خسارة فيه الفلوس,Eva Cosmetics,ar,negative,price_value,0.7,"{'likes': 303, 'retweets': 30, 'replies': 31}",إيفا Whitening Cream,EVA-0009
mention_01257,Facebook,user_1748,https://facebook.com/posts/150382,يا جماعة ايفا عاملة sale على الموقع!,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 144, 'comments': 5, 'shares': 18}",إيفا Toner,EVA-0062
mention_00366,Jumia,user_9791,https://jumia.com/product/EVA-0011/review/mention_00366,Smell is nice but doesn't last,Eva Cosmetics,en,negative,smell_fragrance,0.7,{'helpful_votes': 44},Eva Night Cream,EVA-0011
mention_00591,Facebook,user_1983,https://facebook.com/posts/325933,يا جماعة ايفا عاملة sale على الموقع!,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 12, 'comments': 50, 'shares': 3}",إيفا Argan Oil Shampoo,EVA-0021
mention_00129,Instagram,user_7797,https://instagram.com/p/786735,Bad quality,Eva Cosmetics,en,negative,product_quality,0.7,"{'likes': 439, 'comments': 75}",Eva Hydrating Gel,EVA-0020
mention_01079,Twitter,user_4559,https://twitter.com/user_4559/status/9197960727,خفيف جدا ولا له اي اثر,Eva Cosmetics,ar,neutral,general_mention,0.7,"{'likes': 275, 'retweets': 37, 'replies': 42}",إيفا Whitening Cream,EVA-0009
mention_00562,Jumia,user_5157,https://jumia.com/product/EVA-0062/review/mention_00562,Caused skin irritation,Eva Cosmetics,en,negative,skin_reaction,0.7,{'helpful_votes': 11},Eva Toner,EVA-0062
mention_00616,Facebook,user_9534,https://facebook.com/posts/228074,تحذير! مزيل ايفا عمل حساسية شديدة,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 82, 'comments': 20, 'shares': 20}",إيفا Lavender Mist,EVA-0006
mention_00650,Instagram,user_5034,https://instagram.com/p/354085,Eva deodorant caused rash on my skin,Eva Cosmetics,en,negative,skin_reaction,1.0,"{'likes': 584, 'comments': 78}",Eva Cosmetics,
mention_00222,Facebook,user_5067,https://facebook.com/posts/267457,السلام عليكم يا بنات، حابة اسألكم عن كريم ايفا المبيض. حد جربه قبل كده؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 74, 'comments': 49, 'shares': 27}",إيفا Milk Soap,EVA-0054
mention_00114,Instagram,user_3785,https://instagram.com/p/283573,بموت فيه,Eva Cosmetics,ar,negative,general_mention,0.7,"{'likes': 431, 'comments': 72}",إيفا Volume Shampoo,EVA-0024
mention_00536,Instagram,user_9210,https://instagram.com/p/635205,بيطري الشعر,Eva Cosmetics,ar,neutral,hair_care,0.7,"{'likes': 760, 'comments': 37}",إيفا Facial Cleanser,EVA-0060
mention_01367,Noon,user_5096,https://noon.com/product/EVA-0026/review/mention_01367,مالوش اي اثر خفيف جدا,Eva Cosmetics,ar,negative,general_mention,0.7,{'helpful_votes': 37},إيفا Repair Conditioner,EVA-0026
mention_00175,Facebook,user_3538,https://facebook.com/posts/180913,للأمانة منتجات ايفا ممتازة بس غالية شوية,Eva Cosmetics,ar,positive,price_value,1.0,"{'likes': 87, 'comments': 62, 'shares': 6}",إيفا Acne Treatment,EVA-0018
mention_00430,Facebook,user_2843,https://facebook.com/posts/534574,السلام عليكم يا بنات، حابة اسألكم عن كريم ايفا المبيض. حد جربه قبل كده؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 179, 'comments': 79, 'shares': 18}",إيفا Milk Soap,EVA-0054
mention_00574,Jumia,user_8254,https://jumia.com/product/EVA-0033/review/mention_00574,Too expensive for the quality,Eva Cosmetics,en,negative,product_quality,0.7,{'helpful_votes': 50},Eva Body Lotion Shea Butter,EVA-0033
mention_01231,Twitter,user_1153,https://twitter.com/user_1153/status/4038499343,مين جرب شامبو ايفا؟ عايزة رأيكم,Eva Cosmetics,ar,neutral,hair_care,1.0,"{'likes': 137, 'retweets': 18, 'replies': 40}",إيفا Musk & Jasmine,EVA-0002
mention_00895,Facebook,user_5125,https://facebook.com/posts/620566,يا جماعة ايفا عاملة sale على الموقع!,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 30, 'comments': 66, 'shares': 21}",Eva Cosmetics,
mention_00927,Noon,user_2545,https://noon.com/product/EVA-0064/review/mention_00927,رائحته جميلة جدا وثباته كويس,Eva Cosmetics,ar,positive,longevity,0.7,{'helpful_votes': 15},إيفا Clay Mask,EVA-0064
mention_01174,Twitter,user_3879,https://twitter.com/user_3879/status/9055262383,ايفا غالية شوية بس تستاهل,Eva Cosmetics,ar,positive,price_value,1.0,"{'likes': 193, 'retweets': 13, 'replies': 50}",إيفا Face Moisturizer,EVA-0016
mention_00032,Instagram,user_9900,https://instagram.com/p/837715,Where can I buy Eva products in Dubai?,Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 388, 'comments': 36}",Eva Glycerin Soap,EVA-0057
mention_00211,Jumia,user_8842,https://jumia.com/product/EVA-0051/review/mention_00211,رائحته جميلة جدا وثباته كويس,Eva Cosmetics,ar,positive,longevity,0.7,{'helpful_votes': 4},إيفا Sport Active,EVA-0051
mention_01372,Twitter,user_3063,https://twitter.com/user_3063/status/5320534569,Not worth the price,Eva Cosmetics,en,negative,price_value,0.7,"{'likes': 449, 'retweets': 37, 'replies': 3}",Eva Sport Active,EVA-0051
mention_01176,Jumia,user_7382,https://jumia.com/product/EVA-0041/review/mention_01176,رائحته جميلة جدا وثباته كويس,Eva Cosmetics,ar,positive,longevity,0.7,{'helpful_votes': 3},إيفا Exfoliating Cream,EVA-0041
mention_00715,Twitter,user_6549,https://twitter.com/user_6549/status/7616728266,Thank you @evacosmetics for amazing products! 💕,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 293, 'retweets': 31, 'replies': 10}",Eva Body Scrub,EVA-0040
mention_00815,Facebook,user_6346,https://facebook.com/posts/609763,للأمانة منتجات ايفا ممتازة بس غالية شوية,Eva Cosmetics,ar,positive,price_value,1.0,"{'likes': 133, 'comments': 42, 'shares': 13}",إيفا Roll-On Fresh,EVA-0044
mention_00848,Twitter,user_4712,https://twitter.com/user_4712/status/2320394595,Just tried Eva cream and OMG my skin is glowing! ✨,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 381, 'retweets': 15, 'replies': 14}",Eva Dark Spot Corrector,EVA-0019
mention_00189,Facebook,user_2029,https://facebook.com/posts/216242,السلام عليكم يا بنات، حابة اسألكم عن كريم ايفا المبيض. حد جربه قبل كده؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 61, 'comments': 53, 'shares': 20}",إيفا Lavender Soap,EVA-0059
mention_01092,Instagram,user_6298,https://instagram.com/p/282055,Eva products quality went down lately 😞,Eva Cosmetics,en,negative,product_quality,1.0,"{'likes': 247, 'comments': 27}",Eva Spray Deodorant,EVA-0046
mention_00378,Twitter,user_5625,https://twitter.com/user_5625/status/6629404082,بموت فيه,Eva Cosmetics,ar,negative,general_mention,0.7,"{'likes': 23, 'retweets': 51, 'replies': 4}",إيفا Facial Cleanser,EVA-0060
mention_00352,Twitter,user_8230,https://twitter.com/user_8230/status/2960730480,خفيف جدا ولا له اي اثر,Eva Cosmetics,ar,neutral,general_mention,0.7,"{'likes': 401, 'retweets': 58, 'replies': 1}",إيفا Argan Oil Shampoo,EVA-0021
mention_00416,Instagram,user_8066,https://instagram.com/p/785386,مالوش اي اثر,Eva Cosmetics,ar,negative,general_mention,0.7,"{'likes': 924, 'comments': 61}",إيفا Vanilla Dream,EVA-0004
mention_01122,Facebook,user_4244,https://facebook.com/posts/610102,Honestly Eva products are overpriced for the quality,Eva Cosmetics,en,negative,product_quality,1.0,"{'likes': 45, 'comments': 47, 'shares': 5}",Eva Acne Treatment,EVA-0018
mention_00049,Instagram,user_9977,https://instagram.com/p/974224,"Been using Eva for years, never switching",Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 640, 'comments': 72}",Eva Natural Soap Olive Oil,EVA-0052
mention_00156,Twitter,user_3878,https://twitter.com/user_3878/status/5849815676,Thank you @evacosmetics for amazing products! 💕,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 167, 'retweets': 15, 'replies': 0}",Eva Aloe Vera Soap,EVA-0056
mention_00307,Twitter,user_3170,https://twitter.com/user_3170/status/1374938761,مزيل ايفا عامل حساسية تحت الباط 😢,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 227, 'retweets': 46, 'replies': 48}",إيفا Collagen Boost,EVA-0014
mention_01288,Amazon,user_9892,https://amazon.com/product/EVA-0021/review/mention_01288,حلو جدا وترطيبه عالي,Eva Cosmetics,ar,positive,moisturizing,0.7,{'helpful_votes': 35},إيفا Argan Oil Shampoo,EVA-0021
mention_00463,Twitter,user_1313,https://twitter.com/user_1313/status/1981049082,تحفة,Eva Cosmetics,ar,positive,general_mention,0.7,"{'likes': 183, 'retweets': 96, 'replies': 12}",إيفا Natural Soap Olive Oil,EVA-0052
mention_01099,Twitter,user_6385,https://twitter.com/user_6385/status/5871639723,خفيف جدا ولا له اي اثر,Eva Cosmetics,ar,neutral,general_mention,0.7,"{'likes': 19, 'retweets': 30, 'replies': 46}",إيفا Glycerin Soap,EVA-0057
mention_00713,Facebook,user_3446,https://facebook.com/posts/265146,تحذير! مزيل ايفا عمل حساسية شديدة,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 197, 'comments': 56, 'shares': 21}",إيفا Body Lotion Vitamin E,EVA-0035
mention_01258,Instagram,user_7523,https://instagram.com/p/624514,مزيل ايفا عامل حساسية تحت الباط 😢,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 18, 'comments': 45}",إيفا Hand Cream,EVA-0037
mention_00853,Jumia,user_2623,https://jumia.com/product/EVA-0009/review/mention_00853,Doesn't moisturize enough,Eva Cosmetics,en,negative,moisturizing,0.7,{'helpful_votes': 15},Eva Whitening Cream,EVA-0009
mention_01001,Facebook,user_7676,https://facebook.com/posts/764316,مين عندها فكرة عن اسعار ايفا في السعودية؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 141, 'comments': 52, 'shares': 2}",إيفا Vanilla Dream,EVA-0004
mention_01384,Amazon,user_1558,https://amazon.com/product/EVA-0039/review/mention_01384,خسارة فيه الفلوس,Eva Cosmetics,ar,negative,price_value,0.7,{'helpful_votes': 0},إيفا Body Oil,EVA-0039
mention_01169,Twitter,user_2364,https://twitter.com/user_2364/status/9352596797,حد يعرف فين الاقي منتجات ايفا في السعودية؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 195, 'retweets': 83, 'replies': 10}",إيفا Lavender Soap,EVA-0059
mention_00989,Amazon,user_9270,https://amazon.com/product/EVA-0018/review/mention_00989,Doesn't moisturize enough,Eva Cosmetics,en,negative,moisturizing,0.7,{'helpful_votes': 8},Eva Acne Treatment,EVA-0018
mention_00862,Instagram,user_2060,https://instagram.com/p/481377,بيطري الشعر,Eva Cosmetics,ar,neutral,hair_care,0.7,"{'likes': 114, 'comments': 94}",إيفا Keratin Shampoo,EVA-0022
mention_00721,Instagram,user_8787,https://instagram.com/p/218370,Eva lotion smell is amazing but doesnt last,Eva Cosmetics,en,positive,smell_fragrance,1.0,"{'likes': 474, 'comments': 62}",Eva Whitening Cream,EVA-0009
mention_01106,Amazon,user_3553,https://amazon.com/product/EVA-0056/review/mention_01106,خلاني البشرة تحسس,Eva Cosmetics,ar,positive,general_mention,0.7,{'helpful_votes': 39},إيفا Aloe Vera Soap,EVA-0056
mention_01389,Jumia,user_7615,https://jumia.com/product/EVA-0045/review/mention_01389,مالوش اي اثر خفيف جدا,Eva Cosmetics,ar,negative,general_mention,0.7,{'helpful_votes': 37},إيفا Roll-On Floral,EVA-0045
mention_01016,Instagram,user_1116,https://instagram.com/p/305611,تحفة,Eva Cosmetics,ar,positive,general_mention,0.7,"{'likes': 936, 'comments': 90}",إيفا Hair Mask,EVA-0027
mention_00740,Instagram,user_7038,https://instagram.com/p/218661,Not worth the price,Eva Cosmetics,en,negative,price_value,0.7,"{'likes': 385, 'comments': 4}",Eva Toner,EVA-0062
mention_00523,Twitter,user_3360,https://twitter.com/user_3360/status/8077851013,حلو جدا وترطيبه عالي,Eva Cosmetics,ar,positive,moisturizing,0.7,"{'likes': 112, 'retweets': 17, 'replies': 47}",إيفا Foot Cream,EVA-0038
mention_01167,Facebook,user_4526,https://facebook.com/posts/240727,Hi everyone! Can someone recommend Eva products for dry skin?,Eva Cosmetics,en,neutral,moisturizing,1.0,"{'likes': 60, 'comments': 4, 'shares': 6}",Eva Body Oil,EVA-0039
mention_00731,Facebook,user_9362,https://facebook.com/posts/523831,تحذير! مزيل ايفا عمل حساسية شديدة,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 111, 'comments': 44, 'shares': 2}",إيفا Musk & Jasmine,EVA-0002
mention_00244,Twitter,user_4310,https://twitter.com/user_4310/status/2166605339,ممتاز,Eva Cosmetics,ar,positive,general_mention,0.7,"{'likes': 335, 'retweets': 32, 'replies': 47}",إيفا Hair Oil,EVA-0028
mention_00411,Twitter,user_2110,https://twitter.com/user_2110/status/6800272428,Eva lotion smell is amazing but doesnt last,Eva Cosmetics,en,positive,smell_fragrance,1.0,"{'likes': 228, 'retweets': 1, 'replies': 16}",Eva Color Protect Shampoo,EVA-0032
mention_00436,Facebook,user_2462,https://facebook.com/posts/297064,PSA: Eva is having a sale! 50% off,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 198, 'comments': 41, 'shares': 8}",Eva Milk Soap,EVA-0054
mention_00911,Twitter,user_8129,https://twitter.com/user_8129/status/9281920454,شكرا ايفا على المنتجات الحلوة دي ❤️,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 87, 'retweets': 72, 'replies': 7}",Eva Cosmetics,
mention_01128,Instagram,user_7200,https://instagram.com/p/740479,Eva lotion smell is amazing but doesnt last,Eva Cosmetics,en,positive,smell_fragrance,1.0,"{'likes': 332, 'comments': 30}",Eva Natural Soap Olive Oil,EVA-0052
mention_01330,Twitter,user_5422,https://twitter.com/user_5422/status/4000742597,Anyone tried Eva hair products? Worth it?,Eva Cosmetics,en,neutral,hair_care,1.0,"{'likes': 135, 'retweets': 42, 'replies': 44}",Eva 48H Protection,EVA-0049
mention_00454,Noon,user_9199,https://noon.com/product/EVA-0025/review/mention_00454,غالي على جودته,Eva Cosmetics,ar,positive,price_value,0.7,{'helpful_votes': 4},إيفا Argan Conditioner,EVA-0025
mention_01285,Facebook,user_5947,https://facebook.com/posts/421876,Does anyone know if Eva ships internationally?,Eva Cosmetics,en,neutral,general_mention,1.0,"{'likes': 3, 'comments': 47, 'shares': 26}",Eva Rose Garden,EVA-0003
mention_00913,Amazon,user_5636,https://amazon.com/product/EVA-0028/review/mention_00913,خسارة فيه الفلوس,Eva Cosmetics,ar,negative,price_value,0.7,{'helpful_votes': 13},إيفا Hair Oil,EVA-0028
mention_00055,Jumia,user_8478,https://jumia.com/product/EVA-0016/review/mention_00055,خلاني البشرة تحسس,Eva Cosmetics,ar,positive,general_mention,0.7,{'helpful_votes': 15},إيفا Face Moisturizer,EVA-0016
mention_01067,Noon,user_7247,https://noon.com/product/EVA-0051/review/mention_01067,Doesn't moisturize enough,Eva Cosmetics,en,negative,moisturizing,0.7,{'helpful_votes': 38},Eva Sport Active,EVA-0051
mention_00313,Amazon,user_5991,https://amazon.com/product/EVA-0018/review/mention_00313,بيطري الشعر وريحته حلوة,Eva Cosmetics,ar,positive,hair_care,0.7,{'helpful_votes': 29},إيفا Acne Treatment,EVA-0018
mention_00814,Amazon,user_5776,https://amazon.com/product/EVA-0003/review/mention_00814,ثبات ضعيف جدا,Eva Cosmetics,ar,neutral,longevity,0.7,{'helpful_votes': 47},إيفا Rose Garden,EVA-0003
mention_00110,Twitter,user_5342,https://twitter.com/user_5342/status/8270110908,Eva sale happening now! 50% off,Eva Cosmetics,en,positive,general_mention,1.0,"{'likes': 445, 'retweets': 83, 'replies': 9}",Eva Micellar Water,EVA-0061
mention_00882,Facebook,user_5871,https://facebook.com/posts/701380,السلام عليكم يا بنات، حابة اسألكم عن كريم ايفا المبيض. حد جربه قبل كده؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 137, 'comments': 27, 'shares': 9}",إيفا Citrus Fresh,EVA-0007
mention_00343,Twitter,user_4882,https://twitter.com/user_4882/status/8254773516,شكرا ايفا على المنتجات الحلوة دي ❤️,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 441, 'retweets': 11, 'replies': 28}",إيفا Face Moisturizer,EVA-0016
mention_00592,Facebook,user_5222,https://facebook.com/posts/460857,السلام عليكم يا بنات، حابة اسألكم عن كريم ايفا المبيض. حد جربه قبل كده؟,Eva Cosmetics,ar,neutral,general_mention,1.0,"{'likes': 115, 'comments': 42, 'shares': 8}",إيفا Roll-On Whitening,EVA-0047
mention_01329,Twitter,user_5254,https://twitter.com/user_5254/status/1185010792,شكرا ايفا على المنتجات الحلوة دي ❤️,Eva Cosmetics,ar,positive,general_mention,1.0,"{'likes': 417, 'retweets': 68, 'replies': 0}",إيفا Citrus Fresh,EVA-0007
mention_01352,Twitter,user_3401,https://twitter.com/user_3401/status/4329701564,مزيل ايفا عامل حساسية تحت الباط 😢,Eva Cosmetics,ar,negative,skin_reaction,1.0,"{'likes': 427, 'retweets': 29, 'replies': 33}",إيفا Keratin Shampoo,EVA-0022
mention_00297,Twitter,user_3807,https://twitter.com/user_3807/status/5650101484,خدمة العملاء بتاعت ايفا سيئة جدا,Eva Cosmetics,ar,negative,customer_service,1.0,"{'likes': 282, 'retweets': 60, 'replies': 3}",إيفا Musk & Jasmine,EVA-0002
